0	0	0
0.1	0	0
0.2	0	0
0.3	0	0
0.4	0	0
0.5	0	0
0.6	0	0
0.7	0	0
0.8	0	0
0.9	0	0
1	0	0
0	0.005	0.0313375
0.1	0.005	0.000245968
0.2	0.005	0.000241435
0.3	0.005	0.000241435
0.4	0.005	0.000245968
0.5	0.005	0.000253303
0.6	0.005	0.000260638
0.7	0.005	0.000265171
0.8	0.005	0.000265171
0.9	0.005	0.000260638
1	0.005	0.175629
0	0.01	0.0625187
0.1	0.01	0.000477314
0.2	0.01	0.000459211
0.3	0.01	0.000459211
0.4	0.01	0.000477314
0.5	0.01	0.000506606
0.6	0.01	0.000535897
0.7	0.01	0.000554001
0.8	0.01	0.000554001
0.9	0.01	0.000535897
1	0.01	0.178531
0	0.015	0.0935444
0.1	0.015	0.000694112
0.2	0.015	0.000653448
0.3	0.015	0.000653448
0.4	0.015	0.000694112
0.5	0.015	0.000759909
0.6	0.015	0.000825705
0.7	0.015	0.00086637
0.8	0.015	0.00086637
0.9	0.015	0.000825705
1	0.015	0.181433
0	0.02	0.124415
0.1	0.02	0.000896435
0.2	0.02	0.000824262
0.3	0.02	0.000824262
0.4	0.02	0.000896435
0.5	0.02	0.00101321
0.6	0.02	0.00112999
0.7	0.02	0.00120216
0.8	0.02	0.00120216
0.9	0.02	0.00112999
1	0.02	0.184335
0	0.025	0.155132
0.1	0.025	0.00108435
0.2	0.025	0.000971771
0.3	0.025	0.000971771
0.4	0.025	0.00108435
0.5	0.025	0.00126651
0.6	0.025	0.00144868
0.7	0.025	0.00156126
0.8	0.025	0.00156126
0.9	0.025	0.00144868
1	0.025	0.187237
0	0.03	0.185696
0.1	0.03	0.00125794
0.2	0.03	0.00109609
0.3	0.03	0.00109609
0.4	0.03	0.00125794
0.5	0.03	0.00151982
0.6	0.03	0.0017817
0.7	0.03	0.00194355
0.8	0.03	0.00194355
0.9	0.03	0.0017817
1	0.03	0.190139
0	0.035	0.216108
0.1	0.035	0.00141727
0.2	0.035	0.00119734
0.3	0.035	0.00119734
0.4	0.035	0.00141727
0.5	0.035	0.00177312
0.6	0.035	0.00212898
0.7	0.035	0.00234891
0.8	0.035	0.00234891
0.9	0.035	0.00212898
1	0.035	0.193041
0	0.04	0.246367
0.1	0.04	0.0015624
0.2	0.04	0.00127562
0.3	0.04	0.00127562
0.4	0.04	0.0015624
0.5	0.04	0.00202642
0.6	0.04	0.00249044
0.7	0.04	0.00277722
0.8	0.04	0.00277722
0.9	0.04	0.00249044
1	0.04	0.195943
0	0.045	0.276476
0.1	0.045	0.00169342
0.2	0.045	0.00133107
0.3	0.045	0.00133107
0.4	0.045	0.00169342
0.5	0.045	0.00227973
0.6	0.045	0.00286603
0.7	0.045	0.00322839
0.8	0.045	0.00322839
0.9	0.045	0.00286603
1	0.045	0.198846
0	0.05	0.306435
0.1	0.05	0.00181039
0.2	0.05	0.00136378
0.3	0.05	0.00136378
0.4	0.05	0.00181039
0.5	0.05	0.00253303
0.6	0.05	0.00325567
0.7	0.05	0.00370228
0.8	0.05	0.00370228
0.9	0.05	0.00325567
1	0.05	0.201748
0	0.055	0.336244
0.1	0.055	0.00191338
0.2	0.055	0.00137387
0.3	0.055	0.00137387
0.4	0.055	0.00191338
0.5	0.055	0.00278633
0.6	0.055	0.00365928
0.7	0.055	0.00419879
0.8	0.055	0.00419879
0.9	0.055	0.00365928
1	0.055	0.20465
0	0.06	0.365904
0.1	0.06	0.00200247
0.2	0.06	0.00136146
0.3	0.06	0.00136146
0.4	0.06	0.00200247
0.5	0.06	0.00303964
0.6	0.06	0.0040768
0.7	0.06	0.00471781
0.8	0.06	0.00471781
0.9	0.06	0.0040768
1	0.06	0.207552
0	0.065	0.395417
0.1	0.065	0.00207771
0.2	0.065	0.00132666
0.3	0.065	0.00132666
0.4	0.065	0.00207771
0.5	0.065	0.00329294
0.6	0.065	0.00450816
0.7	0.065	0.00525921
0.8	0.065	0.00525921
0.9	0.065	0.00450816
1	0.065	0.210454
0	0.07	0.424782
0.1	0.07	0.00213919
0.2	0.07	0.00126958
0.3	0.07	0.00126958
0.4	0.07	0.00213919
0.5	0.07	0.00354624
0.6	0.07	0.00495329
0.7	0.07	0.0058229
0.8	0.07	0.0058229
0.9	0.07	0.00495329
1	0.07	0.213356
0	0.075	0.454001
0.1	0.075	0.00218696
0.2	0.075	0.00119033
0.3	0.075	0.00119033
0.4	0.075	0.00218696
0.5	0.075	0.00379954
0.6	0.075	0.00541213
0.7	0.075	0.00640875
0.8	0.075	0.00640875
0.9	0.075	0.00541213
1	0.075	0.216258
0	0.08	0.483074
0.1	0.08	0.0022211
0.2	0.08	0.00108903
0.3	0.08	0.00108903
0.4	0.08	0.0022211
0.5	0.08	0.00405285
0.6	0.08	0.00588459
0.7	0.08	0.00701667
0.8	0.08	0.00701667
0.9	0.08	0.00588459
1	0.08	0.21916
0	0.085	0.512002
0.1	0.085	0.00224168
0.2	0.085	0.000965769
0.3	0.085	0.000965769
0.4	0.085	0.00224168
0.5	0.085	0.00430615
0.6	0.085	0.00637062
0.7	0.085	0.00764653
0.8	0.085	0.00764653
0.9	0.085	0.00637062
1	0.085	0.222062
0	0.09	0.540786
0.1	0.09	0.00224876
0.2	0.09	0.000820674
0.3	0.09	0.000820674
0.4	0.09	0.00224876
0.5	0.09	0.00455945
0.6	0.09	0.00687015
0.7	0.09	0.00829823
0.8	0.09	0.00829823
0.9	0.09	0.00687015
1	0.09	0.224964
0	0.095	0.569427
0.1	0.095	0.00224241
0.2	0.095	0.000653848
0.3	0.095	0.000653848
0.4	0.095	0.00224241
