0	0	0
0.1	0	0
0.2	0	0
0.3	0	0
0.4	0	0
0.5	0	0
0.6	0	0
0.7	0	0
0.8	0	0
0.9	0	0
1	0	0
0	0.0002	0.00125651
0.1	0.0002	1.01204e-05
0.2	0.0002	1.01131e-05
0.3	0.0002	1.01131e-05
0.4	0.0002	1.01204e-05
0.5	0.0002	1.01321e-05
0.6	0.0002	1.01439e-05
0.7	0.0002	1.01511e-05
0.8	0.0002	1.01511e-05
0.9	0.0002	1.01439e-05
1	0.0002	0.172843
0	0.0004	0.00251277
0.1	0.0004	2.02172e-05
0.2	0.0004	2.01882e-05
0.3	0.0004	2.01882e-05
0.4	0.0004	2.02172e-05
0.5	0.0004	2.02642e-05
0.6	0.0004	2.03113e-05
0.7	0.0004	2.03403e-05
0.8	0.0004	2.03403e-05
0.9	0.0004	2.03113e-05
1	0.0004	0.172959
0	0.0006	0.00376878
0.1	0.0006	3.02906e-05
0.2	0.0006	3.02252e-05
0.3	0.0006	3.02252e-05
0.4	0.0006	3.02906e-05
0.5	0.0006	3.03964e-05
0.6	0.0006	3.05021e-05
0.7	0.0006	3.05675e-05
0.8	0.0006	3.05675e-05
0.9	0.0006	3.05021e-05
1	0.0006	0.173076
0	0.0008	0.00502454
0.1	0.0008	4.03404e-05
0.2	0.0008	4.02242e-05
0.3	0.0008	4.02242e-05
0.4	0.0008	4.03404e-05
0.5	0.0008	4.05285e-05
0.6	0.0008	4.07165e-05
0.7	0.0008	4.08327e-05
0.8	0.0008	4.08327e-05
0.9	0.0008	4.07165e-05
1	0.0008	0.173192
0	0.001	0.00628004
0.1	0.001	5.03668e-05
0.2	0.001	5.01852e-05
0.3	0.001	5.01852e-05
0.4	0.001	5.03668e-05
0.5	0.001	5.06606e-05
0.6	0.001	5.09544e-05
0.7	0.001	5.1136e-05
0.8	0.001	5.1136e-05
0.9	0.001	5.09544e-05
1	0.001	0.173308
0	0.0012	0.0075353
0.1	0.0012	6.03697e-05
0.2	0.0012	6.01082e-05
0.3	0.0012	6.01082e-05
0.4	0.0012	6.03697e-05
0.5	0.0012	6.07927e-05
0.6	0.0012	6.12157e-05
0.7	0.0012	6.14772e-05
0.8	0.0012	6.14772e-05
0.9	0.0012	6.12157e-05
1	0.0012	0.173424
0	0.0014	0.0087903
0.1	0.0014	7.03491e-05
0.2	0.0014	6.99932e-05
0.3	0.0014	6.99932e-05
0.4	0.0014	7.03491e-05
0.5	0.0014	7.09248e-05
0.6	0.0014	7.15006e-05
0.7	0.0014	7.18564e-05
0.8	0.0014	7.18564e-05
0.9	0.0014	7.15006e-05
1	0.0014	0.17354
0	0.0016	0.0100451
0.1	0.0016	8.0305e-05
0.2	0.0016	7.98402e-05
0.3	0.0016	7.98402e-05
0.4	0.0016	8.0305e-05
0.5	0.0016	8.10569e-05
0.6	0.0016	8.18089e-05
0.7	0.0016	8.22737e-05
0.8	0.0016	8.22737e-05
0.9	0.0016	8.18089e-05
1	0.0016	0.173656
0	0.0018	0.0112996
0.1	0.0018	9.02374e-05
0.2	0.0018	8.96493e-05
0.3	0.0018	8.96493e-05
0.4	0.0018	9.02374e-05
0.5	0.0018	9.11891e-05
0.6	0.0018	9.21407e-05
0.7	0.0018	9.27289e-05
0.8	0.0018	9.27289e-05
0.9	0.0018	9.21407e-05
1	0.0018	0.173772
0	0.002	0.0125538
0.1	0.002	0.000100146
0.2	0.002	9.94203e-05
0.3	0.002	9.94203e-05
0.4	0.002	0.000100146
0.5	0.002	0.000101321
0.6	0.002	0.000102496
0.7	0.002	0.000103222
0.8	0.002	0.000103222
0.9	0.002	0.000102496
1	0.002	0.173888
0	0.0022	0.0138078
0.1	0.0022	0.000110032
0.2	0.0022	0.000109153
0.3	0.0022	0.000109153
0.4	0.0022	0.000110032
0.5	0.0022	0.000111453
0.6	0.0022	0.000112875
0.7	0.0022	0.000113753
0.8	0.0022	0.000113753
0.9	0.0022	0.000112875
1	0.0022	0.174004
0	0.0024	0.0150616
0.1	0.0024	0.000119894
0.2	0.0024	0.000118849
0.3	0.0024	0.000118849
0.4	0.0024	0.000119894
0.5	0.0024	0.000121585
0.6	0.0024	0.000123277
0.7	0.0024	0.000124322
0.8	0.0024	0.000124322
0.9	0.0024	0.000123277
1	0.0024	0.17412
0	0.0026	0.0163151
0.1	0.0026	0.000129733
0.2	0.0026	0.000128506
0.3	0.0026	0.000128506
0.4	0.0026	0.000129733
0.5	0.0026	0.000131718
0.6	0.0026	0.000133703
0.7	0.0026	0.000134929
0.8	0.0026	0.000134929
0.9	0.0026	0.000133703
1	0.0026	0.174236
0	0.0028	0.0175683
0.1	0.0028	0.000139548
0.2	0.0028	0.000138125
0.3	0.0028	0.000138125
0.4	0.0028	0.000139548
0.5	0.0028	0.00014185
0.6	0.0028	0.000144152
0.7	0.0028	0.000145574
0.8	0.0028	0.000145574
0.9	0.0028	0.000144152
1	0.0028	0.174352
0	0.003	0.0188213
0.1	0.003	0.000149339
0.2	0.003	0.000147706
0.3	0.003	0.000147706
0.4	0.003	0.000149339
0.5	0.003	0.000151982
0.6	0.003	0.000154624
0.7	0.003	0.000156257
0.8	0.003	0.000156257
0.9	0.003	0.000154624
1	0.003	0.174468
0	0.0032	0.0200741
0.1	0.0032	0.000159108
0.2	0.0032	0.00015725
0.3	0.0032	0.00015725
0.4	0.0032	0.000159108
0.5	0.0032	0.000162114
0.6	0.0032	0.00016512
0.7	0.0032	0.000166978
0.8	0.0032	0.000166978
0.9	0.0032	0.00016512
1	0.0032	0.174585
0	0.0034	0.0213266
0.1	0.0034	0.000168852
0.2	0.0034	0.000166755
